solution,f1,f2,f3
"[0, 2, 3, 7, 10, 24, 28, 30, 32, 46]",295.1948509036023,150,107
"[0, 2, 3, 5, 7, 10, 25, 28, 30, 32]",287.4717377412952,150,110
"[0, 3, 11, 16, 24, 28, 29, 30, 46, 47]",295.7431317883815,127,71
"[0, 11, 16, 19, 22, 24, 29, 30, 45, 49]",344.05232160239814,121,38
"[0, 1, 14, 20, 22, 24, 29, 30, 45, 49]",336.0014880919428,116,44
"[0, 1, 3, 16, 18, 25, 28, 29, 30, 45]",318.5231545743574,117,41
"[0, 1, 3, 6, 16, 21, 25, 28, 29, 35]",301.08636634693374,128,66
"[0, 11, 16, 19, 21, 26, 28, 31, 45, 49]",395.2163964209987,114,30
"[8, 10, 18, 20, 22, 24, 31, 43, 45, 49]",426.4317061382749,113,34
"[0, 1, 3, 6, 16, 24, 28, 29, 40, 45]",298.41246622753545,126,67
"[0, 1, 4, 5, 7, 25, 28, 30, 32, 49]",280.1660222082614,155,126
"[0, 11, 16, 24, 28, 29, 30, 41, 46, 49]",336.0014880919428,114,61
"[1, 4, 13, 18, 19, 27, 28, 33, 36, 43]",377.0053050024628,121,35
"[0, 1, 3, 16, 18, 22, 24, 29, 30, 45]",310.94211679989576,117,45
"[5, 11, 12, 22, 23, 32, 43, 46, 47, 48]",503.0089462425097,103,8
"[0, 1, 3, 16, 22, 24, 29, 30, 41, 45]",298.41246622753545,124,69
"[2, 7, 13, 15, 24, 28, 29, 30, 41, 46]",458.8027898781785,107,25
