solution,f1,f2,f3
"[0, 3, 11, 24, 28, 29, 30, 43, 46, 47]",295.7431317883815,127,71
"[0, 2, 3, 5, 7, 10, 25, 28, 30, 32]",287.4717377412952,150,110
"[0, 2, 3, 7, 10, 24, 28, 30, 32, 46]",295.1948509036023,150,107
"[0, 1, 3, 14, 18, 26, 28, 29, 30, 45]",339.94852551526094,120,41
"[0, 1, 4, 5, 7, 25, 28, 30, 32, 49]",280.1660222082614,155,126
"[0, 1, 3, 16, 24, 28, 29, 30, 41, 46]",305.8512710452582,122,69
"[0, 1, 3, 16, 18, 22, 24, 29, 30, 45]",310.94211679989576,118,46
"[8, 10, 18, 19, 25, 28, 31, 43, 45, 49]",412.49606058724976,110,27
"[0, 1, 3, 6, 16, 22, 24, 29, 30, 45]",298.41246622753545,126,67
"[0, 1, 3, 16, 18, 19, 22, 24, 29, 30]",335.08954027244715,115,43
"[0, 1, 3, 6, 16, 21, 25, 28, 29, 35]",301.08636634693374,128,66
"[3, 10, 15, 18, 20, 25, 28, 31, 43, 45]",394.97848042646575,112,34
"[7, 8, 18, 19, 25, 28, 31, 43, 45, 49]",428.33748376718097,111,26
"[2, 6, 8, 18, 21, 24, 27, 33, 36, 43]",468.3769849170644,109,20
"[1, 4, 13, 15, 18, 19, 22, 27, 33, 40]",403.56659921257113,113,27
"[0, 1, 3, 16, 18, 22, 25, 29, 30, 45]",318.5231545743574,118,42
"[0, 1, 4, 16, 18, 19, 25, 28, 29, 30]",377.0053050024628,124,36
