298.41246622753545	124	69
298.41246622753545	126	67
287.4717377412952	150	110
301.08636634693374	128	66
310.94211679989576	117	45
295.1948509036023	150	107
280.1660222082614	155	126
295.7431317883815	127	71
373.048254251377	116	40
402.61271713645607	109	25
335.08954027244715	113	41
355.31676008879737	119	40
344.05232160239814	121	38
305.8512710452582	122	69
383.31710110559897	110	34
377.0053050024628	112	24
318.5231545743574	117	41
389.8025141016923	111	23
398.43318134914415	110	27
458.8027898781785	107	15
377.0053050024628	113	23
458.8027898781785	106	16
373.048254251377	118	39
298.41246622753545	126	67
295.7431317883815	127	71
389.8025141016923	110	28
310.94211679989576	117	45
301.08636634693374	128	66
293.64093720052045	153	108
377.0053050024628	111	38
344.05232160239814	121	38
373.048254251377	116	40
344.05232160239814	121	38
318.5231545743574	117	41
295.7431317883815	127	71
298.41246622753545	126	67
373.048254251377	116	40
298.41246622753545	126	67
301.08636634693374	128	66
293.64093720052045	153	108
373.048254251377	116	40
503.0089462425097	103	8
344.05232160239814	121	38
301.08636634693374	128	66
298.41246622753545	126	67
301.08636634693374	128	66
373.048254251377	123	37
