solution,f1,f2,f3
"[3, 18, 20, 23, 41]",585.6295757558697,232,76
"[3, 14, 20, 25, 34]",458.8027898781785,254,90
"[1, 7, 24, 36, 47]",604.6329465055638,233,70
"[3, 10, 19, 26, 37]",528.9810960705496,237,78
"[3, 9, 15, 23, 29]",585.6295757558697,235,60
"[1, 7, 19, 25, 36]",638.6250856331906,216,31
"[3, 18, 24, 30, 32]",458.8027898781785,237,157
