solution,f1,f2,f3
"[4, 14, 20, 25, 38]",442.5788065418407,341,252
"[3, 15, 21, 27, 39]",458.8027898781785,281,141
"[3, 13, 22, 25, 31]",468.0106836387392,242,82
"[2, 3, 24, 34, 44]",530.1179114121687,241,97
"[3, 13, 20, 23, 35]",585.6295757558697,224,61
