solution,f1,f2,f3
"[15, 25, 35, 42, 47]",604.6329465055638,236,112
"[1, 4, 10, 28, 30]",456.7909806465097,273,143
"[1, 2, 6, 28, 49]",503.0089462425097,238,85
"[0, 3, 16, 25, 30]",445.00449435932666,295,154
