solution,f1,f2,f3
"[7, 14, 23, 29, 49]",415.1204644437564,242,120
"[2, 17, 19, 23, 29]",458.8027898781785,209,22
"[2, 11, 15, 27, 34]",481.1330377348868,204,9
"[1, 4, 14, 27, 29]",379.969735636932,259,160
"[13, 20, 23, 29, 49]",415.1204644437564,233,129
"[13, 23, 29, 45, 49]",412.50696963808986,247,148
"[4, 14, 27, 29, 46]",377.0053050024628,281,210
"[14, 23, 28, 33, 49]",438.2624784304493,249,97
"[13, 23, 28, 33, 49]",423.16190754839926,250,112
"[2, 10, 20, 22, 37]",585.6295757558697,204,7
"[3, 12, 15, 27, 30]",450.6994564008259,227,83
"[14, 23, 29, 45, 49]",412.1371131067912,253,147
"[7, 14, 24, 29, 49]",445.00449435932666,240,117
