solution,f1,f2,f3
"[7, 14, 23, 29, 49]",415.1204644437564,242,120
"[13, 23, 28, 33, 49]",423.16190754839926,250,112
"[3, 7, 12, 27, 29]",442.7640455140864,229,104
"[1, 4, 14, 27, 29]",379.969735636932,259,160
"[2, 10, 20, 22, 37]",585.6295757558697,204,7
"[14, 20, 23, 29, 49]",415.1204644437564,238,127
"[2, 17, 19, 23, 29]",458.8027898781785,209,22
"[13, 20, 23, 29, 49]",415.1204644437564,233,129
"[4, 14, 27, 29, 46]",377.0053050024628,281,210
"[13, 23, 29, 45, 49]",412.50696963808986,247,148
"[2, 11, 12, 27, 40]",481.1330377348868,204,8
"[3, 9, 13, 27, 29]",433.4166586553867,243,113
"[3, 10, 15, 27, 30]",441.83481076076384,241,125
"[4, 14, 27, 29, 47]",377.0053050024628,284,202
"[3, 12, 15, 27, 30]",450.6994564008259,227,83
