solution,f1,f2,f3
"[0, 1, 3, 16, 24, 28, 29, 30, 41, 46]",305.8512710452582,122,69
"[1, 4, 5, 13, 19, 20, 23, 28, 31, 43]",377.0053050024628,112,62
"[0, 1, 3, 5, 7, 16, 24, 28, 29, 30]",298.41246622753545,127,79
"[4, 6, 7, 13, 27, 28, 31, 43, 45, 47]",377.0053050024628,113,36
"[0, 1, 3, 16, 18, 22, 24, 29, 30, 45]",310.94211679989576,117,45
"[0, 2, 3, 7, 10, 24, 28, 30, 32, 46]",295.1948509036023,150,107
"[0, 2, 3, 5, 7, 10, 25, 28, 30, 32]",287.4717377412952,150,110
"[0, 1, 3, 16, 18, 19, 22, 24, 29, 30]",335.08954027244715,115,43
"[2, 8, 13, 18, 25, 28, 43, 45, 47, 48]",458.8027898781785,106,17
"[0, 3, 11, 16, 22, 24, 29, 30, 46, 47]",302.03476621077914,125,69
"[1, 4, 12, 18, 19, 25, 28, 29, 30, 43]",389.8025141016923,111,23
"[0, 1, 3, 16, 18, 25, 28, 29, 30, 45]",318.5231545743574,118,42
"[0, 1, 3, 16, 19, 21, 26, 28, 31, 45]",355.31676008879737,119,40
"[8, 10, 18, 19, 25, 28, 31, 43, 45, 49]",412.49606058724976,110,27
"[0, 1, 4, 5, 7, 25, 28, 30, 32, 49]",280.1660222082614,155,126
"[0, 3, 11, 16, 25, 28, 29, 30, 46, 47]",301.5592810709032,129,70
"[0, 11, 16, 19, 22, 24, 29, 40, 45, 49]",344.05232160239814,121,38
"[0, 1, 3, 16, 22, 24, 29, 30, 45, 46]",295.7431317883815,128,72
